;Unnamed: 0;0TextId;year;author-gender;verbs;innerVerbs;sehen:perception;wollen:volition;müssen:moral;wissen:cognition;sollen:moral;mögen:affect;meinen:cognition;hören:perception;denken:cognition;lieben:affect;fühlen:affect;verstehen:cognition;erkennen:cognition;vergessen:cognition;brauchen:volition;vermögen:volition;blicken:perception;bemerken:perception
495;495;k00200002087;1920;m;4903;205;77;2;0;28;0;11;5;26;21;3;12;6;3;7;33;1;3;6
496;496;k00200002939;1912;f;2651;222;43;4;0;38;4;1;21;25;25;34;11;5;5;11;8;1;11;4
497;497;k00200002093;1899;m;15577;1388;310;36;2;329;4;68;90;161;142;73;47;71;24;26;65;16;97;29
498;498;k00100000387;1887;m;9549;711;257;13;0;131;6;17;32;83;98;15;42;22;11;10;26;5;9;18
499;499;k00200002905;1914;m;7152;631;192;12;0;155;1;10;36;113;54;38;19;26;25;13;15;7;30;15
500;500;k00100000393;1906;m;10046;779;219;23;0;158;4;11;58;116;95;8;20;40;15;13;45;1;24;18
501;501;k00100000378;1841;m;4400;389;168;4;0;62;2;9;21;26;38;52;10;8;8;7;4;7;18;5
502;502;k00200002078;1835;m;8094;578;262;18;0;74;7;20;17;92;35;6;15;16;14;12;15;18;59;22
503;503;k00100000344;1913;m;5976;652;248;29;0;107;1;4;15;72;66;0;49;27;14;10;37;4;29;21
504;504;k00100000422;1915;m;21455;1429;425;42;1;265;7;39;28;178;151;73;64;59;36;53;40;18;104;39
505;505;k00100000436;1766;m;17489;1309;537;43;0;195;4;36;12;142;159;125;79;32;56;33;50;19;14;29
506;506;k00200000082;1920;m;6352;553;143;8;1;127;0;7;64;57;101;39;22;26;9;18;25;4;6;1
507;507;k00200002695;1901;m;18501;1717;945;36;0;211;10;6;91;225;211;15;21;40;21;25;48;0;2;8
508;508;k00200002859;1897;f;11334;1016;418;15;1;174;2;31;81;145;124;30;34;23;12;31;25;4;9;15
509;509;k00200000096;1915;f;4399;352;133;5;1;53;0;3;12;39;52;11;15;17;8;10;16;0;9;12
510;510;k00200000900;1864;f;18635;1299;332;25;0;245;7;15;35;202;164;109;77;72;52;30;45;8;33;42
511;511;k00200002865;1914;f;10030;816;320;30;1;161;3;16;52;144;113;23;25;16;12;19;14;2;7;11
512;512;k00200000041;1919;m;17083;1695;388;54;9;464;14;19;76;260;194;23;54;139;28;56;108;5;11;18
513;513;k00200000733;1897;m;10508;702;217;15;1;98;11;16;31;119;47;4;15;21;12;21;68;9;74;4
514;514;k00100000218;1804;m;4609;251;83;7;1;27;0;12;14;36;35;24;9;12;10;4;5;3;31;6
515;515;k00100000230;1833;m;22094;1866;741;48;2;277;5;52;42;291;133;148;99;43;81;51;44;8;59;48
516;516;k00100000224;1888;m;10063;651;194;10;0;102;1;28;38;94;77;15;30;37;21;28;19;25;113;14
517;517;k00200001411;1879;m;24611;2055;537;43;2;404;13;72;181;273;120;64;50;59;128;24;90;59;152;173
518;518;k00200002454;1897;m;12565;883;186;11;0;227;3;49;44;132;87;44;34;45;28;27;45;34;34;30
519;519;k00200002468;1914;m;7490;466;174;5;1;62;0;8;11;58;50;23;41;17;24;16;15;2;23;20
520;520;k00200001161;1891;m;7221;539;235;16;0;108;5;18;13;68;41;40;13;21;37;10;6;12;13;6
521;521;k00200000519;1920;m;7086;425;148;10;0;93;0;11;10;46;29;1;14;17;23;7;20;2;29;28
522;522;k00100000026;1853;m;4995;290;91;9;0;56;3;8;12;71;21;2;19;21;3;10;13;3;0;4
523;523;k00100000030;1890;m;6055;525;59;20;0;100;0;47;6;35;86;69;39;12;7;24;53;14;6;8
524;524;k00200001163;1917;m;1741;77;35;5;0;6;1;0;3;5;2;12;0;1;3;2;1;0;3;2
525;525;k00100000024;1846;m;5828;411;124;19;2;85;6;9;15;50;26;7;19;19;14;12;13;3;2;28
526;526;k00200002318;1917;m;4430;437;113;3;0;62;1;4;20;75;35;98;46;39;10;19;9;1;7;6
527;527;k00200000527;1905;m;11669;910;281;38;3;155;5;25;54;124;109;9;36;34;20;28;19;9;64;26
528;528;k00200002330;1905;m;6597;363;135;5;0;41;1;13;0;48;25;17;19;7;24;14;8;11;41;9
529;529;k00200000533;1789;m;8446;807;357;10;0;87;1;4;15;131;117;28;29;14;18;10;24;1;48;23
530;530;k00100000018;1854;m;11817;1020;414;23;0;138;8;33;74;97;88;34;56;21;39;35;26;4;44;15
531;531;k00200001361;1911;m;2413;212;81;4;0;36;0;0;18;35;36;0;2;2;2;9;9;0;1;16
532;532;k00200001407;1889;m;7472;579;191;20;0;82;5;12;49;110;47;14;20;27;25;8;28;8;18;23
533;533;k00200001413;1890;m;25938;2507;865;77;6;438;5;60;152;408;247;18;42;94;72;19;148;42;130;100
534;534;k00100000226;1854;m;23556;1645;529;75;0;349;39;47;113;220;162;27;38;50;47;33;73;15;63;88
535;535;k00200001375;1869;f;14014;1076;411;16;0;210;2;32;52;128;105;38;48;38;21;58;23;8;17;20
536;536;k00200000043;1910;m;9985;1050;244;54;0;275;6;6;61;146;134;16;18;60;7;29;75;1;7;26
537;537;k00200002132;1905;m;9477;635;330;13;5;67;1;15;15;75;42;3;36;9;25;13;12;8;29;18
538;538;k00200000725;1892;m;7373;570;181;10;0;80;1;23;24;97;41;21;31;21;13;8;13;11;39;3
539;539;k00200000731;1883;m;7655;450;154;2;5;85;3;12;18;71;75;8;10;5;10;11;21;5;20;2
540;540;k00200002898;1915;m;9672;662;231;26;3;103;2;7;32;78;78;26;28;28;31;11;32;4;17;5
541;541;k00200002867;1910;f;7266;689;205;16;0;102;5;10;73;127;105;24;27;16;12;14;26;1;9;21
542;542;k00200000080;1896;m;8811;726;203;16;0;162;2;26;37;100;108;13;56;27;48;23;15;8;17;9
543;543;k00200000094;1916;f;7299;660;205;11;0;102;0;8;41;78;55;67;55;48;11;25;12;3;3;25
544;544;k00100000420;1897;m;11060;962;381;19;1;132;2;20;19;94;91;43;57;20;22;35;18;15;81;13
545;545;k00100000346;1788;m;5063;381;147;5;0;84;1;13;10;44;25;4;15;15;19;11;14;4;8;15
546;546;k00200001573;1903;m;8245;761;246;12;0;90;0;11;75;77;77;20;65;27;26;12;18;2;125;5
547;547;k00100000352;1901;m;6503;810;275;15;0;132;0;11;18;95;123;46;86;21;13;10;15;2;27;17
548;548;k00200002708;1900;m;3913;303;110;6;0;39;0;2;29;33;22;10;9;19;8;11;15;1;15;4
549;549;k00200000889;1851;m;10049;716;313;17;0;90;2;18;43;86;72;13;34;22;12;15;33;7;32;48
550;550;k00100000408;1806;f;5717;340;70;14;1;45;0;52;6;39;34;37;38;33;9;4;5;17;13;14
551;551;k00200000123;1906;m;26749;2440;663;56;3;420;11;43;143;256;310;137;278;108;60;78;141;14;58;51
552;552;k00100000385;1888;m;2133;198;98;8;1;17;2;3;8;36;18;1;3;6;5;2;6;1;9;3
553;553;k00200000862;1918;m;10945;670;211;36;3;72;3;23;40;119;58;14;23;35;15;32;67;2;36;5
554;554;k00200002085;1918;m;5730;252;99;6;0;39;1;16;9;31;20;0;10;0;4;7;32;1;3;11
555;555;k00200002091;1900;m;11651;1117;288;39;0;230;2;50;64;132;123;131;45;71;10;22;41;9;39;12
556;556;k00200002278;1899;m;11804;708;295;8;1;85;4;35;42;76;54;10;33;28;41;12;10;17;56;24
557;557;k00200001017;1892;m;3469;293;119;0;0;44;1;4;9;33;41;13;14;8;18;7;9;0;18;6
558;558;k00200000335;1885;m;11485;473;214;16;3;18;8;35;11;73;53;18;6;7;34;5;11;25;25;2
559;559;k00100000193;1880;m;7677;614;166;11;1;108;1;12;20;66;56;72;82;40;9;24;20;3;23;6
560;560;k00200003199;1899;m;7035;446;112;16;3;99;0;35;35;52;40;8;10;23;26;8;19;16;7;22
561;561;k00200000490;1877;m;22971;1427;381;22;0;251;9;56;47;242;146;89;84;65;67;48;67;47;59;50
562;562;k00200001942;1919;m;11397;899;232;60;3;170;13;30;58;128;92;18;25;20;46;23;31;10;75;6
563;563;k00200000484;1893;m;14061;961;303;5;2;186;2;29;32;249;118;33;58;58;35;42;43;13;11;19
564;564;k00200000485;1887;m;26134;1792;536;41;1;275;19;50;56;309;169;93;133;96;68;63;56;27;77;76
565;565;k00200001943;1913;m;8335;674;222;34;0;96;17;38;25;98;78;15;13;13;27;16;25;20;60;16
566;566;k00200000491;1903;f;8012;575;181;19;0;109;3;11;31;62;68;28;27;31;5;17;27;6;26;19
567;567;k00100000192;1781;m;2892;262;66;3;0;77;0;10;7;22;22;30;31;10;5;9;4;1;5;2
568;568;k00200001758;1889;m;10165;727;179;34;3;134;9;14;64;104;108;8;15;36;10;19;41;3;28;17
569;569;k00100000179;1795;m;868;62;19;0;0;11;3;1;0;14;8;4;8;3;0;2;0;0;0;2
570;570;k00200002523;1846;m;5529;417;141;7;0;119;1;13;11;74;43;14;10;14;12;9;16;2;8;20
571;571;k00100000151;1841;m;18228;1740;484;147;3;406;4;57;151;153;220;10;31;41;11;65;102;26;11;5
572;572;k00100000145;1774;m;5220;481;182;17;2;86;4;2;2;61;40;30;56;11;8;16;7;1;9;10
573;573;k00200002279;1906;m;10293;850;337;10;1;160;7;39;10;102;76;11;36;33;45;17;22;23;49;15
574;574;k00200000693;1920;m;13599;1166;306;34;5;248;5;37;69;141;145;80;44;58;33;24;40;10;71;8
575;575;k00100000390;1902;f;10044;814;183;18;2;186;1;8;41;111;81;61;75;49;24;14;32;5;35;21
576;576;k00200000877;1913;f;13013;1320;611;35;3;244;3;13;59;167;145;39;50;42;12;38;47;1;15;11
577;577;k00100000409;1832;m;5691;408;155;9;1;36;0;11;8;60;27;37;28;15;18;8;4;5;28;26
578;578;k00100000353;1907;m;15239;1608;447;19;1;334;2;35;48;185;273;66;186;52;22;34;15;11;59;67
579;579;k00200002709;1900;m;4785;411;130;11;0;56;1;5;52;60;40;17;17;13;9;9;9;1;32;8
580;580;k00100000435;1764;m;14787;1407;592;81;0;268;10;21;23;161;164;111;21;43;17;30;52;8;23;40
581;581;k00100000421;1907;m;17988;1342;445;21;0;249;1;39;48;144;165;44;48;60;33;42;38;20;84;43
582;582;k00100000347;1787;m;6560;455;144;10;0;74;0;14;2;47;36;38;62;21;4;13;0;8;12;29
583;583;k00200000730;1904;m;20304;1602;601;25;1;248;8;14;86;267;139;27;67;74;37;25;64;4;76;4
584;584;k00200000042;1916;m;11173;1097;243;45;1;277;3;23;76;143;116;29;60;75;38;34;52;11;15;36
585;585;k00100000227;1771;f;11686;1043;449;16;1;167;2;8;10;122;136;120;72;6;14;13;29;1;10;29
586;586;k00200001412;1889;m;18920;1590;617;67;3;286;0;35;85;248;132;15;34;57;46;21;79;21;58;59
587;587;k00200001374;1888;f;11769;1060;376;13;0;204;0;38;50;99;99;72;43;45;11;32;25;10;46;24
588;588;k00200000297;1873;m;10025;682;175;22;0;120;3;46;23;90;71;25;57;39;19;13;18;30;40;17
589;589;k00100000019;1847;f;2666;200;82;2;0;22;0;6;3;34;11;24;14;12;7;4;5;3;6;7
590;590;k00200000532;1882;f;8376;664;304;12;3;39;1;16;30;105;113;43;10;22;30;17;26;0;15;11
591;591;k00200003007;1895;m;15002;1435;363;19;0;308;1;71;76;142;142;54;74;59;44;47;54;37;58;54
592;592;k00100000025;1849;m;6221;411;93;18;6;104;6;8;18;64;43;8;20;16;14;15;23;3;6;11
593;593;k00100000031;1918;m;6289;428;159;13;2;87;1;3;53;36;16;14;16;32;3;3;27;1;5;12
594;594;k00200002314;1916;m;10369;871;211;17;4;128;2;10;23;158;72;133;66;61;38;22;31;2;19;10
595;595;k00100000028;1854;m;7113;502;157;35;1;103;3;10;18;105;46;8;20;16;22;17;17;3;4;5
596;596;k00100000014;1844;f;11274;915;216;45;0;153;7;15;45;88;122;130;64;61;19;35;19;13;8;7
597;597;k00200001621;1902;m;7335;635;198;6;0;125;0;29;43;74;82;11;39;31;25;15;25;9;27;10
598;598;k00200002328;1883;m;12594;993;312;14;1;125;5;49;22;119;67;80;97;37;28;39;18;26;33;48
599;599;k00200003022;1918;m;8593;678;245;17;1;80;1;25;87;68;49;14;56;38;36;3;36;2;2;51
600;600;k00200001153;1900;m;10729;919;309;19;1;220;3;27;30;91;84;28;56;46;10;17;47;3;32;41
601;601;k00200000715;1918;m;12122;1047;382;7;0;130;6;74;31;114;182;5;54;40;39;25;58;66;64;33
602;602;k00200001423;1873;m;30244;1920;733;53;2;275;2;37;20;304;137;47;54;91;64;74;36;20;291;60
603;603;k00100000216;1918;m;4498;294;129;11;0;27;3;10;10;38;22;17;6;8;12;9;7;9;12;0
604;604;k00200002894;1887;m;14020;1133;266;36;1;150;12;73;90;120;76;32;71;25;23;40;21;69;193;54
605;605;k00200002658;1905;f;5951;380;135;17;1;46;0;4;5;31;50;29;15;23;13;20;15;3;22;7
606;606;k00200001351;1912;m;11383;1260;629;19;1;150;3;9;46;79;250;96;46;21;10;20;29;2;30;13
607;607;k00100000202;1801;m;2741;142;72;10;0;21;1;1;7;19;18;3;1;2;2;1;9;0;3;1
608;608;k00200002857;1901;m;11038;1155;448;22;1;201;5;14;55;91;138;59;73;43;11;20;17;5;94;27
609;609;k00200000098;1912;f;6393;556;219;16;2;95;0;5;36;72;68;14;11;19;14;17;29;0;14;21
610;610;k00200002062;1869;m;7716;650;204;15;0;98;2;2;20;120;76;6;23;46;9;23;36;0;36;2
611;611;k00200002704;1899;m;5429;423;144;6;1;53;0;3;56;40;33;30;21;16;9;13;10;0;14;14
612;612;k00100000438;1774;m;11863;942;389;31;1;186;5;40;20;175;126;23;22;58;21;13;37;21;0;19
613;613;k00200001219;1904;m;24419;1809;656;38;0;347;9;20;124;229;130;40;61;75;69;16;79;8;110;79
614;614;k00200002710;1900;m;5036;387;125;6;0;49;1;4;54;44;42;34;13;20;11;10;10;0;14;8
615;615;k00200003340;1889;m;11085;815;266;13;0;168;1;35;30;99;85;61;45;24;31;32;35;21;33;27
616;616;k00200002738;1876;m;20818;1365;487;19;0;220;6;53;58;211;93;77;86;31;74;47;50;32;92;52
617;617;k00200001543;1913;f;6641;625;220;12;0;121;0;9;19;96;76;39;4;32;10;26;22;1;6;5
618;618;k00200000885;1868;m;16950;1577;512;38;0;308;1;30;129;166;142;38;50;102;30;38;55;17;77;78
619;619;k00100000389;1889;f;14914;1066;259;21;2;224;4;39;44;179;135;79;73;42;42;36;45;19;23;22
620;620;k00100000148;1821;m;19631;1491;567;40;1;303;7;47;16;166;216;44;119;41;82;15;32;13;71;100
621;621;k00200001755;1882;m;10281;705;196;23;1;134;7;14;49;117;57;31;21;29;11;21;10;7;67;10
622;622;k00100000160;1854;m;46562;4354;1427;99;3;735;11;74;304;466;453;118;148;181;76;111;151;23;357;233
623;623;k00200003156;1909;m;10071;638;225;23;2;128;5;11;54;101;39;2;3;28;3;13;6;10;47;6
624;624;k00100000174;1760;m;22373;1574;452;80;1;347;6;62;24;251;229;100;30;127;36;42;44;30;17;56
625;625;k00200000339;1876;m;5671;309;100;11;1;46;7;6;52;45;22;6;3;6;12;4;9;1;12;2
626;626;k00200001972;1870;m;14155;1146;408;55;1;193;18;23;16;146;120;41;53;42;36;22;25;8;100;9
627;627;k00200000488;1880;m;11793;858;230;16;0;142;10;39;46;153;101;34;58;41;30;23;35;31;30;23
628;628;k00200000489;1885;m;13040;911;263;20;2;143;7;35;40;161;99;42;64;50;25;21;32;15;31;28
629;629;k00100000175;1778;m;39772;3598;1337;182;3;744;47;35;82;510;450;233;64;145;23;87;113;12;34;121
630;630;k00200003157;1893;m;6555;537;189;12;0;131;12;15;11;83;82;15;9;12;16;10;6;12;5;7
631;631;k00200000338;1876;m;8412;625;227;18;1;80;3;16;51;88;45;21;11;26;34;13;19;7;30;14
632;632;k00200001032;1880;m;7360;489;181;27;1;70;9;16;34;72;58;9;24;10;4;6;17;4;22;2
633;633;k00100000161;1840;f;9977;922;261;21;1;157;3;19;39;88;104;121;48;53;35;23;38;0;27;9
634;634;k00200001581;1905;m;10181;694;211;17;1;118;1;17;15;86;69;29;69;27;13;25;17;4;67;14
635;635;k00100000388;1917;m;5458;516;187;21;3;109;2;3;24;45;99;15;19;16;10;6;23;1;10;5
636;636;k00100000377;1841;m;8893;712;299;20;1;101;2;30;21;83;72;53;1;6;28;14;24;14;19;16
637;637;k00200000890;1851;m;9339;788;301;31;0;109;3;12;43;73;85;35;40;21;14;16;14;5;60;43
638;638;k00200003341;1915;f;8175;787;273;18;1;148;0;8;31;91;103;55;41;28;10;20;17;1;36;17
639;639;k00200002739;1906;m;11756;866;276;17;1;188;3;25;41;133;91;56;27;32;26;31;47;9;24;14
640;640;k00200002711;1901;m;4272;300;95;11;0;38;1;1;34;41;40;17;15;15;5;7;10;0;10;5
641;641;k00100000439;1788;m;12179;798;326;10;0;139;1;28;20;136;108;26;63;28;19;12;39;9;12;19
642;642;k00200002705;1900;m;5217;457;139;8;0;65;1;2;47;39;46;37;36;16;13;11;13;1;20;15
643;643;k00200002856;1910;f;4471;396;134;2;0;105;0;2;24;59;41;11;7;4;9;16;12;1;24;16
644;644;k00200002659;1870;f;6708;377;118;6;0;61;0;4;7;31;42;37;14;15;9;23;10;2;44;9
645;645;k00100000203;1804;m;17749;1392;598;66;0;209;7;17;38;219;155;95;19;46;18;32;63;8;53;26
646;646;k00200000728;1899;m;11930;976;330;8;3;159;14;19;36;173;49;12;38;36;28;21;31;10;91;0
647;647;k00200001422;1874;m;13049;792;250;20;0;86;3;20;11;130;54;35;24;40;44;35;15;9;185;30
648;648;k00200002671;1909;m;14976;1117;458;52;6;41;11;31;15;123;140;25;86;64;19;20;30;1;63;12
649;649;k00200001185;1890;f;12662;1158;609;33;1;157;9;9;74;118;95;7;34;29;5;22;40;1;28;5
650;650;k00100000001;1799;f;5419;453;120;9;0;56;1;10;3;33;51;76;56;4;7;32;10;10;26;13
651;651;k00100000015;1810;m;20750;1719;479;29;1;262;11;47;97;191;195;113;136;68;69;81;44;19;63;55
652;652;k00200002467;1920;m;7336;460;163;4;0;75;0;24;14;74;46;38;39;11;20;6;6;3;19;22
653;653;k00100000029;1856;m;8249;629;168;39;1;175;1;11;40;87;72;9;19;22;11;18;22;0;3;4
654;654;k00200002315;1887;m;12820;974;351;19;1;140;14;41;29;159;109;41;54;33;38;16;18;24;51;4
655;655;k00200001178;1856;m;17733;863;302;39;2;125;6;20;28;173;107;26;60;67;33;27;58;12;18;17
656;656;k00200002471;1900;m;10705;715;211;12;2;151;0;19;48;85;70;50;28;40;13;28;27;8;11;10
657;657;k00200002459;1892;m;4698;362;108;4;0;86;0;12;11;38;49;13;17;14;13;14;9;6;17;15
658;658;k00100000003;1846;m;14733;1385;449;40;1;270;5;29;112;225;207;18;28;42;19;27;51;0;31;12
659;659;k00200000528;1898;m;6850;517;153;9;0;70;3;7;18;83;59;7;27;23;13;16;9;4;61;23
660;660;k00100000017;1817;m;13535;1166;389;18;0;150;7;42;98;141;106;29;83;36;61;42;48;9;71;18
661;661;k00200001622;1908;m;6522;525;189;21;0;65;2;9;38;92;51;15;27;41;15;9;6;4;6;4
662;662;k00200002101;1829;m;15337;948;357;46;0;142;6;31;35;120;81;74;35;44;27;32;17;22;28;33
663;663;k00100000229;1798;f;12491;1079;388;12;3;126;0;8;6;115;165;82;66;9;12;20;13;6;81;93
664;664;k00100000201;1800;m;28755;2178;917;80;0;255;14;19;58;302;188;227;74;50;31;46;77;11;194;27
665;665;k00100000215;1914;m;6495;643;171;8;1;98;2;10;73;92;94;43;41;28;3;11;13;0;4;20
666;666;k00100000349;1799;m;3167;332;62;11;0;55;0;6;4;19;47;50;43;16;10;13;11;2;9;6
667;667;k00200002713;1901;m;4396;294;100;6;0;34;0;4;35;33;34;19;11;14;6;2;8;1;24;7
668;668;k00200002707;1900;m;5715;407;102;10;1;68;2;1;67;45;46;29;12;22;6;5;24;0;25;3
669;669;k00100000407;1804;f;5625;416;96;6;0;85;5;15;9;66;43;28;37;16;17;10;8;10;8;34
670;670;k00100000361;1829;f;10320;845;308;8;1;136;0;19;14;84;64;49;132;29;30;17;29;7;28;39
671;671;k00200002908;1799;m;2507;136;54;4;0;21;0;3;0;19;23;6;0;13;1;11;7;2;1;1
672;672;k00200002511;1818;m;2138;165;42;5;1;49;0;2;1;25;22;10;1;4;6;6;2;1;3;3
673;673;k00200002263;1912;m;4830;401;116;5;2;44;2;10;21;56;68;13;17;32;10;7;17;7;23;16
674;674;k00200003155;1901;m;11947;836;259;54;2;174;15;12;76;128;73;9;1;40;4;11;22;10;53;5
675;675;k00100000177;1819;m;16982;1207;229;48;0;256;14;82;82;131;123;59;91;81;76;25;15;42;84;59
676;676;k00100000163;1860;f;27276;1925;463;33;0;390;5;32;38;318;186;203;104;133;80;64;85;21;41;44
677;677;k00200001965;1883;f;5550;491;132;6;1;91;1;19;35;49;43;56;39;27;11;26;4;12;6;10
678;678;k00200003196;1907;m;6784;94;37;3;0;32;0;2;46;28;0;3;0;3;0;1;0;1;1;0
679;679;k00100000189;1836;m;25422;1780;538;51;0;374;3;73;100;292;153;80;136;55;50;43;29;39;88;62
680;680;k00100000162;1846;f;13633;1173;281;23;0;201;0;43;40;105;95;166;106;75;40;49;53;8;14;20
681;681;k00100000176;1815;m;13652;965;286;26;1;150;1;85;22;93;80;31;85;33;80;7;14;55;75;57
682;682;k00200000878;1913;f;15304;1482;661;32;2;281;5;6;61;195;169;37;79;33;12;35;74;1;14;7
683;683;k00200002909;1910;m;6799;791;324;13;0;117;2;14;19;90;54;41;77;48;3;11;16;3;17;3
684;684;k00100000406;1784;f;12400;954;287;30;0;128;11;28;37;123;109;54;65;49;14;29;16;16;24;66
685;685;k00100000360;1837;f;13152;990;296;34;1;188;2;47;50;142;117;29;64;36;40;39;8;16;53;26
686;686;k00200003342;1915;f;8394;741;253;13;0;158;0;15;22;72;70;72;38;19;17;26;20;4;31;19
687;687;k00100000374;1881;f;4654;399;178;11;1;87;0;2;31;55;38;1;5;14;3;15;10;1;18;8
688;688;k00200002706;1900;m;6213;471;138;7;0;66;0;2;63;56;51;42;14;26;3;10;18;1;19;10
689;689;k00100000348;1801;f;7544;643;228;13;1;96;0;23;9;115;63;59;45;29;15;25;19;9;17;17
690;690;k00200002074;1914;m;8130;576;188;8;0;123;1;15;24;63;74;24;34;25;10;18;39;2;38;11
691;691;k00200002712;1900;m;4572;376;148;7;0;46;2;1;47;40;41;12;11;13;19;11;6;1;17;2
692;692;k00200002855;1914;f;7097;693;193;16;1;215;0;5;33;91;83;37;11;10;15;27;10;1;49;20
693;693;k00200000930;1850;m;6759;443;171;10;0;88;6;1;9;84;20;19;17;19;13;12;21;0;25;15
694;694;k00200002841;1854;m;3548;297;104;6;0;54;1;16;10;29;27;6;9;12;5;11;14;4;18;11
695;695;k00200002896;1904;m;12323;842;363;23;2;149;3;32;8;128;68;10;60;23;21;16;49;16;25;20
696;696;k00100000214;1911;m;6229;631;178;16;0;94;0;8;86;73;67;45;43;29;1;9;14;1;6;29
697;697;k00200001421;1875;m;22914;1323;453;27;0;187;4;23;9;202;123;47;57;94;82;47;18;15;240;33
698;698;k00100000200;1796;m;18436;1152;478;65;1;153;13;27;39;132;173;70;20;30;11;40;73;15;63;24
699;699;k00100000228;1779;f;26615;2446;1070;56;3;318;15;10;10;300;269;216;147;10;27;32;58;1;119;125
700;700;k00200000703;1872;m;16106;1172;419;21;1;155;3;58;77;199;149;14;31;31;69;19;27;55;37;2
701;701;k00200002100;1841;m;26185;1681;474;89;3;410;21;60;126;228;143;65;34;94;22;65;60;16;15;57
702;702;k00200001623;1918;m;14343;1473;408;30;0;290;6;10;112;185;250;69;59;75;13;18;62;3;6;7
703;703;k00100000016;1812;m;5281;452;174;5;0;82;1;10;17;48;24;22;35;14;22;29;23;2;22;10
704;704;k00200002458;1892;m;4813;497;138;7;1;124;1;22;12;55;49;31;29;23;13;12;11;16;28;12
705;705;k00200000529;1920;m;14393;715;150;13;0;141;3;52;62;101;40;11;36;37;30;34;38;31;29;20
706;706;k00100000002;1819;f;6524;387;116;4;0;53;2;26;11;49;26;32;46;5;22;10;5;24;38;25
707;707;k00200002316;1896;m;8753;961;268;13;1;152;4;20;27;138;91;138;85;47;29;23;10;12;39;8
708;708;k00200002470;1912;m;10453;793;197;21;1;171;2;12;32;104;89;71;52;80;14;13;45;6;3;8
709;709;k00200001179;1783;m;13351;815;195;24;5;165;0;28;29;131;105;32;39;39;22;36;39;6;15;30
710;710;k00200002464;1885;f;26740;1599;723;42;2;220;11;38;43;228;185;44;61;51;60;27;60;18;28;30
711;711;k00200002448;1899;m;6947;434;119;10;5;32;1;17;16;64;51;51;34;32;3;7;35;10;18;21
712;712;k00100000012;1835;f;22281;1865;568;72;1;293;15;33;53;231;264;117;157;129;86;66;31;23;22;12
713;713;k00200002306;1910;f;5284;421;130;17;1;99;3;9;47;51;49;14;7;17;5;8;18;8;3;7
714;714;k00200001169;1900;f;10506;1055;347;15;2;161;3;26;66;132;224;8;48;50;19;22;37;4;18;23
715;715;k00200002312;1887;m;8009;761;189;26;0;142;0;22;31;107;116;72;49;55;18;8;15;17;23;15
716;716;k00200001431;1905;m;9626;1000;291;34;6;178;2;19;15;110;103;171;67;64;21;24;31;9;5;9
717;717;k00100000204;1809;m;2005;130;58;8;0;31;3;5;1;17;20;2;5;2;3;3;5;2;5;3
718;718;k00200001425;1895;m;13162;921;207;32;0;133;25;55;27;158;60;58;34;62;43;50;20;49;110;17
719;719;k00100000210;1879;m;30939;2234;1100;44;1;336;5;111;42;238;208;59;136;91;67;68;69;26;85;74
720;720;k00200002892;1878;m;5563;349;87;6;0;69;0;9;30;40;22;7;23;23;18;13;21;4;12;7
721;721;k00100000238;1864;f;56067;5161;1513;68;5;849;4;264;323;571;665;290;453;171;169;205;129;119;170;170
722;722;k00200001419;1885;m;19034;1786;463;39;4;322;4;26;158;273;206;40;46;55;62;23;73;23;97;126
723;723;k00200002845;1888;m;16254;1395;488;50;2;212;13;73;71;159;145;79;80;56;35;26;74;23;17;7
724;724;k00200000920;1916;f;4529;430;190;10;0;58;1;2;8;76;64;10;6;18;6;10;18;0;2;3
725;725;k00200002851;1906;m;4749;365;138;6;0;80;0;21;14;47;23;7;27;9;12;13;15;11;7;21
726;726;k00200002689;1893;m;18299;1051;211;40;3;221;3;40;64;152;121;26;37;77;65;30;44;18;93;13
727;727;k00100000416;1810;m;7382;393;147;16;0;49;2;26;12;45;41;6;21;14;20;10;7;19;40;8
728;728;k00100000370;1898;m;5585;336;91;13;0;68;3;16;44;38;23;7;3;24;8;4;15;7;17;19
729;729;k00200001545;1886;f;9893;798;270;20;0;136;7;12;41;106;85;47;23;35;12;33;20;3;72;21
730;730;k00100000364;1861;m;22514;2122;652;71;2;421;1;60;58;247;203;201;109;59;47;76;36;24;85;70
731;731;k00200000101;1912;f;5793;590;222;15;5;96;0;14;15;52;101;12;29;16;5;16;30;5;14;14
732;732;k00100000358;1819;f;18842;1791;495;32;1;286;2;142;29;183;178;106;173;55;80;70;27;81;138;73
733;733;k00200001586;1788;f;12386;1035;295;32;0;167;5;27;16;124;165;43;105;37;67;35;24;16;53;13
734;734;k00200001747;1909;f;7303;717;272;8;0;86;3;9;79;82;73;50;31;26;10;16;22;8;9;12
735;735;k00100000172;1903;f;5471;401;157;10;2;43;1;6;11;80;48;13;46;21;12;11;12;6;14;1
736;736;k00100000166;1826;m;16193;1298;548;38;1;240;17;48;42;175;123;37;45;36;27;35;24;11;54;39
737;737;k00200003144;1864;m;12168;786;261;25;2;176;16;25;33;148;70;14;26;29;19;31;26;18;23;14
738;738;k00200001009;1907;m;8291;595;224;6;1;85;4;14;9;92;67;20;41;20;37;13;32;5;42;10
739;739;k00200000471;1912;f;8984;676;212;15;0;125;0;19;17;76;58;52;36;23;10;32;23;9;38;22
