;Unnamed: 0;0TextId;year;author-gender;verbs;innerVerbs;sehen:perception;wollen:volition;müssen:moral;wissen:cognition;sollen:moral;mögen:affect;meinen:cognition;hören:perception;denken:cognition;lieben:affect;fühlen:affect;verstehen:cognition;erkennen:cognition;vergessen:cognition;brauchen:volition;vermögen:volition;blicken:perception;bemerken:perception
985;985;k00200002013;1835;m;5565;446;185;15;0;61;7;8;18;83;35;8;8;28;10;15;16;2;4;9
986;986;k00200002952;1920;m;2695;218;54;4;1;29;0;3;26;16;21;11;13;16;6;8;15;0;10;8
987;987;k00200001283;1902;m;8512;463;154;7;3;59;5;25;56;70;27;8;20;26;14;13;7;11;6;35
988;988;k00100000111;1887;m;5951;560;202;18;1;108;3;11;18;84;77;18;21;14;10;13;17;0;8;2
989;989;k00200003133;1900;f;5823;543;204;9;1;59;2;5;38;85;103;11;12;30;3;17;18;0;11;1
990;990;k00200003127;1912;f;6166;447;126;18;3;100;3;18;47;77;48;3;15;26;3;13;24;1;3;12
991;991;k00100000105;1880;m;5185;455;151;23;0;83;6;5;13;72;38;31;20;19;14;26;9;1;3;8
992;992;k00200000348;1876;m;4698;300;77;14;0;72;7;2;43;44;23;10;5;14;6;5;13;1;6;1
993;993;k00200002211;1900;m;8862;774;252;30;4;192;3;7;32;75;88;52;26;18;18;17;36;2;23;11
994;994;k00200002205;1900;m;8745;753;233;43;1;182;8;8;34;105;55;14;43;41;15;11;37;7;19;10
995;995;k00200002563;1907;f;8144;899;207;25;0;153;1;17;65;100;89;100;81;63;4;22;27;0;30;5
996;996;k00200001095;1880;m;8807;633;260;17;1;100;14;19;24;78;65;56;31;14;8;16;5;14;9;11
997;997;k00200001080;1839;m;14645;1108;430;45;0;196;7;24;49;181;112;24;62;39;25;14;26;7;51;13
998;998;k00200002204;1913;m;11761;1039;273;47;4;206;3;13;87;143;127;25;58;45;26;13;39;4;21;11
999;999;k00100000138;1895;m;21782;1507;529;31;5;240;2;41;50;267;115;48;50;58;40;39;71;22;91;15
1000;1000;k00200000375;1912;m;9119;620;263;14;0;102;0;11;17;97;58;20;60;34;16;26;6;1;6;15
1001;1001;k00200002562;1899;f;5394;538;108;14;0;97;1;15;24;63;86;50;51;35;5;5;14;0;19;9
1002;1002;k00200002210;1894;m;9081;671;206;16;0;162;0;4;21;119;44;30;12;31;19;7;44;2;20;8
1003;1003;k00100000104;1879;m;4092;437;177;26;1;87;7;6;9;65;28;17;6;6;23;12;3;0;4;7
1004;1004;k00200002238;1890;m;10194;687;215;16;0;124;12;51;42;68;77;19;42;24;8;20;25;16;20;10
1005;1005;k00100000110;1887;m;6243;465;217;5;0;100;3;8;10;75;33;12;19;18;6;13;17;0;3;6
1006;1006;k00200000188;1875;f;12347;1053;363;26;1;191;0;31;39;144;132;57;53;42;28;27;24;19;19;38
1007;1007;k00200002953;1912;m;3944;283;85;6;0;57;0;5;33;21;27;7;20;8;2;8;13;3;8;11
1008;1008;k00200000177;1804;m;4995;266;85;8;1;30;0;14;14;39;37;27;10;12;11;4;5;4;31;6
1009;1009;k00200000163;1881;m;23187;1621;438;55;1;308;13;24;87;217;220;62;71;107;61;46;68;10;36;40
1010;1010;k00100000448;1877;f;24576;1982;824;33;1;272;2;17;75;267;266;16;97;85;86;41;83;1;65;39
1011;1011;k00200002774;1919;m;10303;955;301;22;0;170;1;2;28;180;156;11;49;24;15;17;52;0;21;26
1012;1012;k00100000306;1781;m;8646;641;185;47;3;152;1;9;1;105;72;11;7;26;14;26;17;6;10;7
1013;1013;k00100000312;1828;f;17189;1553;518;16;1;257;3;55;19;154;133;156;156;35;77;56;41;40;23;22
1014;1014;k00200002990;1859;f;5409;439;149;20;1;48;2;10;12;57;45;50;27;21;16;18;3;6;22;11
1015;1015;k00100000299;1802;m;1224;108;29;2;0;25;0;1;0;19;5;3;10;11;3;2;5;0;1;1
1016;1016;k00200003287;1900;m;4843;372;131;3;0;64;1;13;5;76;15;32;25;14;14;12;3;4;23;11
1017;1017;k00200000003;1908;m;11856;788;165;11;0;139;8;64;43;72;88;31;75;31;32;33;43;40;47;24
1018;1018;k00200000765;1861;m;23101;1827;575;44;2;444;4;61;78;203;172;38;130;72;57;69;111;4;17;42
1019;1019;k00200001321;1909;m;6238;385;144;23;0;64;5;19;46;49;27;8;2;13;8;9;9;11;14;3
1020;1020;k00200001447;1901;m;6356;538;190;7;0;78;0;5;10;83;63;19;26;24;9;24;10;1;61;10
1021;1021;k00100000266;1903;m;22490;1927;721;46;7;346;8;21;60;306;188;40;68;83;62;12;70;13;15;56
1022;1022;k00200000995;1912;f;5349;466;139;5;0;76;0;20;11;53;51;19;64;18;9;12;16;7;34;7
1023;1023;k00200001453;1916;m;4062;376;108;15;0;82;2;5;15;44;36;7;24;17;22;9;19;5;25;6
1024;1024;k00200003091;1907;m;5915;496;122;27;0;129;0;22;23;47;37;40;15;57;6;8;18;13;15;11
1025;1025;k00200000598;1899;m;4743;403;190;16;1;21;0;12;28;44;45;34;21;20;3;7;13;2;5;2
1026;1026;k00200002370;1895;f;15652;1254;441;20;2;246;0;35;43;175;82;61;56;54;12;37;44;3;100;31
1027;1027;k00200000567;1897;f;7105;517;176;15;2;85;3;8;13;52;55;49;19;26;11;12;17;2;37;9
1028;1028;k00100000058;1888;m;13562;883;232;29;4;173;3;31;30;144;91;21;51;74;22;20;35;16;34;29
1029;1029;k00100000070;1894;f;3863;395;78;18;1;75;1;6;20;43;36;58;30;12;10;11;18;2;17;13
1030;1030;k00200002358;1916;m;7898;864;239;23;2;108;0;11;10;109;164;63;93;36;3;29;22;1;8;9
1031;1031;k00200001121;1909;m;11308;869;344;28;0;111;2;20;13;106;115;8;59;26;15;14;62;10;20;27
1032;1032;k00200000559;1911;m;16318;1406;392;35;1;307;3;21;129;163;127;78;49;75;31;28;105;4;63;24
1033;1033;k00100000072;1899;f;10037;1007;247;12;1;226;2;12;47;124;106;105;51;45;15;27;36;1;36;30
1034;1034;k00200003044;1900;m;12428;1288;379;21;0;242;0;37;84;143;152;56;93;85;42;16;38;12;68;13
1035;1035;k00200000565;1886;f;14431;960;359;18;1;137;3;7;24;111;87;67;40;37;18;31;21;5;104;20
1036;1036;k00200000571;1896;f;9718;704;242;13;2;87;2;16;12;87;68;74;21;51;14;16;15;15;99;12
1037;1037;k00200001109;1879;m;6781;597;180;13;0;98;2;34;29;63;71;25;37;22;24;25;16;20;33;12
1038;1038;k00200001684;1859;m;5892;45;0;3;0;2;0;0;16;1;39;0;0;0;0;0;0;0;0;0
1039;1039;k00200003093;1918;m;5820;574;160;11;1;112;5;29;32;68;90;23;19;26;23;10;11;7;35;13
1040;1040;k00200003087;1909;m;4029;265;51;3;0;26;0;4;17;31;33;44;21;17;4;8;13;0;19;1
1041;1041;k00200001848;1874;m;18094;1246;282;53;3;286;17;35;101;161;123;18;37;66;33;67;38;12;115;30
1042;1042;k00200001860;1898;m;1932;185;52;7;0;33;0;0;16;24;23;6;7;7;3;11;6;0;6;6
1043;1043;k00100000099;1807;m;4024;414;153;8;0;56;2;4;0;42;78;27;28;15;13;11;4;0;2;9
1044;1044;k00200001445;1859;m;24613;2497;801;41;1;365;2;24;144;351;276;157;165;121;100;61;46;4;99;80
1045;1045;k00200000983;1894;f;6841;592;206;26;2;108;2;10;27;73;67;27;15;32;9;17;13;1;29;11
1046;1046;k00100000270;1843;m;9089;430;294;12;0;99;13;8;33;75;23;11;7;20;12;20;12;1;3;2
1047;1047;k00200000029;1865;m;9762;871;266;31;3;222;3;7;54;123;105;17;27;44;14;10;29;2;8;14
1048;1048;k00200003246;1846;m;5117;377;159;9;0;53;4;5;5;53;28;38;12;17;9;14;7;2;14;17
1049;1049;k00100000264;1899;m;19072;1685;582;57;5;313;11;21;67;352;183;46;49;61;53;28;83;13;24;54
1050;1050;k00200000015;1848;m;10053;891;241;30;3;218;7;12;103;173;81;30;14;38;19;17;20;1;26;17
1051;1051;k00100000258;1897;m;16257;1367;449;35;6;240;6;33;52;294;122;7;29;54;58;7;65;22;51;77
1052;1052;k00200000773;1865;m;15946;1078;322;25;3;261;1;39;35;122;98;10;52;39;49;23;76;5;12;50
1053;1053;k00200003291;1882;m;6428;504;176;14;1;64;2;14;19;70;30;15;34;15;27;13;23;7;36;9
1054;1054;k00200002831;1910;m;6891;536;206;5;0;82;1;4;25;79;32;19;41;16;17;17;23;0;14;12
1055;1055;k00200003285;1909;m;3888;214;92;4;0;28;1;1;2;33;15;2;10;4;11;6;3;0;16;4
1056;1056;k00200000968;1885;m;10881;700;207;22;1;122;0;37;37;113;65;45;38;27;16;21;20;26;27;19
1057;1057;k00100000304;1838;f;27141;1962;598;40;2;297;11;69;24;293;219;89;264;53;172;38;30;50;133;26
1058;1058;k00200002992;1859;f;7287;553;149;21;0;82;3;6;23;95;54;59;34;16;21;32;5;5;29;9
1059;1059;k00200002776;1837;m;6522;491;133;9;0;78;1;7;10;82;55;36;32;35;18;17;13;1;38;11
1060;1060;k00200002010;1843;m;13610;1046;301;61;2;162;9;41;62;175;47;54;66;49;18;27;31;26;8;55
1061;1061;k00200002951;1920;m;6169;411;106;5;0;82;1;9;33;49;40;32;29;25;12;10;17;5;28;8
1062;1062;k00200001280;1915;m;11282;729;270;19;1;98;4;17;73;133;57;13;46;26;6;13;16;5;9;11
1063;1063;k00100000106;1881;m;4664;504;235;25;4;90;6;1;19;72;34;17;10;14;8;14;5;0;7;1
1064;1064;k00100000112;1890;m;3446;357;119;20;3;72;3;7;6;57;37;13;8;11;10;5;12;0;5;2
1065;1065;k00200002560;1916;f;8108;795;226;23;2;132;0;22;45;101;92;34;53;22;8;22;18;5;69;10
1066;1066;k00200002206;1908;m;8039;773;295;13;0;150;0;10;34;146;95;8;14;16;28;5;19;1;9;9
1067;1067;k00200001096;1880;m;3935;395;161;5;0;48;0;6;18;59;36;38;13;11;6;10;5;6;25;1
1068;1068;k00200000388;1902;m;6353;557;135;23;2;135;5;22;33;54;56;17;56;29;14;20;28;5;5;4
1069;1069;k00200000389;1885;m;10872;797;312;30;1;132;1;26;27;87;57;35;65;24;37;20;20;14;24;14
1070;1070;k00200000376;1893;m;5336;461;170;8;0;72;1;9;24;50;47;23;59;23;8;16;1;5;4;4
1071;1071;k00100000113;1890;m;9177;810;326;36;2;166;8;16;29;133;62;18;24;28;26;18;17;0;13;10
1072;1072;k00100000107;1882;m;4951;372;123;7;0;86;1;2;7;76;19;32;22;14;15;10;5;1;8;6
1073;1073;k00200001281;1913;m;12183;894;288;48;0;165;11;30;91;134;61;18;45;20;3;27;21;5;9;6
1074;1074;k00200002011;1833;m;17840;1236;541;42;1;154;3;38;58;290;67;44;34;47;31;47;32;8;69;53
1075;1075;k00200001518;1856;m;12429;1022;335;12;0;202;0;20;37;179;80;53;34;29;47;27;35;5;29;61
1076;1076;k00100000339;1913;m;2068;176;59;4;1;29;0;1;6;15;13;30;12;5;12;3;3;1;3;0
1077;1077;k00200002993;1859;f;7232;594;155;11;0;108;0;12;16;65;61;84;33;22;13;40;9;6;23;12
1078;1078;k00100000305;1839;f;30570;2665;815;50;2;399;13;73;22;415;304;112;357;96;181;90;43;59;174;39
1079;1079;k00200000969;1898;m;7731;444;105;17;1;97;0;52;16;90;35;44;13;14;16;11;15;49;7;6
1080;1080;k00200000799;1917;m;9475;763;336;21;2;104;4;2;64;122;126;9;12;33;1;14;66;0;1;0
1081;1081;k00200003290;1882;m;5290;427;146;12;2;75;0;19;4;60;20;20;20;9;20;22;13;10;21;20
1082;1082;k00200000014;1848;m;8694;822;257;35;1;197;4;11;82;124;87;15;14;27;14;27;25;1;18;5
1083;1083;k00100000259;1897;m;18961;1689;545;69;5;318;9;25;90;310;167;19;30;60;38;19;123;13;54;64
1084;1084;k00200000766;1865;m;16843;1406;454;31;0;352;3;40;53;176;104;27;65;70;52;23;106;4;15;46
1085;1085;k00100000265;1902;m;21134;1975;706;58;3;350;13;21;63;368;217;50;77;99;53;34;59;16;24;61
1086;1086;k00200000996;1919;f;10024;996;313;24;2;151;1;47;36;122;129;69;98;41;11;35;19;19;30;26
1087;1087;k00200003247;1911;f;9692;685;256;15;0;96;2;18;36;64;61;6;45;41;9;43;31;3;42;5
1088;1088;k00200003253;1918;f;6109;456;133;5;1;84;4;18;42;49;47;5;29;18;3;20;21;8;22;7
1089;1089;k00100000271;1911;f;12370;1071;351;14;2;167;1;26;56;141;117;53;60;38;46;19;60;10;62;9
1090;1090;k00200000982;1879;f;11198;1122;446;18;2;177;3;24;56;144;128;79;39;26;15;43;15;5;44;32
1091;1091;k00100000098;1812;f;5415;613;217;35;0;122;5;7;13;51;75;51;20;28;11;14;12;4;17;9
1092;1092;k00200001861;1901;m;588;26;11;1;0;5;0;0;1;7;4;0;0;2;0;0;2;0;1;2
1093;1093;k00200000570;1899;f;7338;555;217;8;0;63;0;5;12;56;54;31;16;23;9;14;16;4;101;16
1094;1094;k00200002401;1894;m;16618;1641;730;39;4;209;6;51;71;186;145;47;135;74;26;40;51;26;126;38
1095;1095;k00200001108;1879;m;7633;597;214;9;2;104;7;47;30;91;51;12;29;19;26;8;10;33;38;10
1096;1096;k00200002373;1877;f;14512;1152;385;24;1;308;1;35;57;126;81;53;58;46;16;44;36;16;47;31
1097;1097;k00200000564;1899;f;6786;427;115;7;2;60;0;8;7;52;42;30;21;29;14;21;13;6;60;5
1098;1098;k00200003045;1900;m;11646;1128;335;15;2;253;1;48;51;132;120;49;68;79;36;17;53;18;49;5
1099;1099;k00200002429;1857;m;10417;703;225;20;0;135;2;37;30;118;60;36;43;26;42;15;12;14;33;20
1100;1100;k00100000073;1902;f;7497;732;216;16;0;122;1;10;26;78;84;88;42;31;13;18;40;0;23;16
