;lang;year;relfreqs
77;eng;1900;0.06977084349098
78;eng;1901;0.059901295496607034
79;eng;1901;0.09497206703910614
80;eng;1902;0.08328968046097433
81;eng;1906;0.09533724994422547
82;eng;1907;0.07492195629552549
83;eng;1907;0.08242978445460483
84;eng;1908;0.08101165777514326
85;eng;1909;0.07771311194796303
86;eng;1909;0.0738266105749402
87;eng;1910;0.07609354699003898
88;eng;1911;0.08723723723723724
89;eng;1912;0.07456506875332371
90;eng;1912;0.08468176914778856
91;eng;1915;0.07891990607878946
92;eng;1917;0.07513966480446928
93;eng;1918;0.06149410222804718
94;eng;1918;0.07935368043087972
95;eng;1919;0.08959055320241303
96;eng;1919;0.05381586349146822
97;eng;1919;0.08881040295392519
98;eng;1920;0.0960614517103484
99;eng;1919;0.09135715543038198
